type,tool_wear,target,power,diference_temperature
L,8,0,65050.799999999996,-9.599999999999966
L,67,0,57216.0,-11.0
L,79,0,41745.299999999996,-9.800000000000011
L,26,0,50451.0,-11.099999999999966
L,126,0,52635.0,-8.800000000000011
L,129,0,58194.399999999994,-9.5
L,117,0,62122.0,-9.0
H,127,0,64431.5,-7.800000000000011
L,86,0,59487.3,-9.699999999999989
H,150,0,71580.59999999999,-9.800000000000011
L,151,0,61156.8,-8.899999999999977
L,170,0,57002.399999999994,-9.699999999999989
L,215,0,33687.6,-9.799999999999955
L,5,0,50220.0,-11.300000000000011
M,88,0,56977.2,-9.399999999999977
L,15,0,66914.3,-8.0
M,152,0,70819.0,-9.099999999999966
M,96,0,45916.0,-9.699999999999989
L,22,0,51118.0,-10.399999999999977
L,121,0,65704.5,-11.099999999999966
L,63,0,60955.200000000004,-11.0
L,98,0,54302.399999999994,-9.5
L,13,0,37627.0,-11.0
L,116,0,60669.799999999996,-11.100000000000023
L,17,0,56167.799999999996,-10.099999999999966
L,203,0,58024.9,-8.5
M,86,0,42131.2,-9.199999999999989
H,210,0,50150.7,-10.5
L,47,0,61899.0,-11.100000000000023
L,58,0,53811.49999999999,-9.5
H,130,1,66114.4,-8.599999999999966
M,68,0,40371.6,-11.0
L,34,0,47678.4,-9.199999999999989
M,86,0,58698.9,-11.199999999999989
M,78,0,60651.0,-11.400000000000034
L,221,0,59251.5,-8.399999999999977
L,133,0,72155.4,-10.599999999999966
M,137,0,58613.1,-9.300000000000011
M,26,1,30312.600000000002,-9.199999999999989
M,32,0,71769.59999999999,-10.900000000000034
M,9,0,66511.2,-11.400000000000034
L,96,0,55540.8,-9.899999999999977
M,76,0,70400.40000000001,-9.899999999999977
L,166,0,60727.9,-10.900000000000034
M,174,0,65530.3,-9.199999999999989
L,208,1,85725.0,-10.699999999999989
M,117,0,57491.200000000004,-9.199999999999989
M,179,0,76680.59999999999,-10.200000000000045
L,48,0,60839.600000000006,-9.0
L,19,0,54944.0,-9.300000000000011
L,144,0,52582.4,-10.199999999999989
L,52,0,70950.0,-10.800000000000011
L,86,0,70063.2,-10.199999999999989
L,193,0,73221.8,-11.399999999999977
L,84,0,50959.3,-10.399999999999977
L,186,0,54108.0,-11.400000000000034
M,178,0,74747.4,-8.700000000000045
L,98,0,67418.6,-9.300000000000011
L,89,0,73246.0,-11.399999999999977
L,12,0,63606.4,-9.199999999999989
L,121,0,49939.200000000004,-9.199999999999989
L,12,0,84439.2,-11.199999999999989
H,154,0,67386.5,-10.400000000000034
L,56,0,61419.6,-8.699999999999989
L,65,0,67107.90000000001,-9.399999999999977
H,150,0,62872.8,-9.0
L,150,0,56498.399999999994,-9.199999999999989
L,71,0,50064.0,-9.899999999999977
M,159,0,59682.0,-10.0
M,141,0,54275.4,-11.600000000000023
L,221,0,67070.6,-9.5
L,149,0,82868.8,-9.399999999999977
L,17,0,46168.0,-8.800000000000011
L,92,0,65217.3,-9.099999999999966
L,190,0,52889.100000000006,-9.699999999999989
L,49,0,62294.4,-10.0
L,135,0,51223.600000000006,-9.0
L,69,0,51742.799999999996,-10.0
H,73,0,51651.6,-11.399999999999977
L,3,0,66644.4,-9.099999999999966
M,114,0,68559.9,-9.199999999999989
M,55,0,52290.9,-11.300000000000011
L,227,0,52923.6,-11.0
L,31,0,71174.4,-9.5
L,65,0,65577.4,-8.099999999999966
L,27,0,40405.5,-9.099999999999966
L,87,0,55540.799999999996,-11.300000000000011
L,187,1,75941.59999999999,-8.300000000000011
L,147,0,68780.6,-11.099999999999966
H,65,0,61586.0,-9.300000000000011
L,126,0,61257.799999999996,-10.300000000000011
M,179,0,60917.8,-9.199999999999989
M,81,0,53222.4,-10.599999999999966
L,217,0,56245.6,-9.600000000000023
L,92,0,57191.399999999994,-9.300000000000011
L,99,0,57246.0,-8.799999999999955
L,4,0,76148.09999999999,-9.599999999999966
L,97,0,61526.4,-9.800000000000011
L,20,1,89275.9,-9.900000000000034
L,59,0,53054.4,-11.399999999999977
L,121,0,57105.299999999996,-10.800000000000011
L,204,0,70662.9,-10.5
H,16,0,61582.5,-11.0
M,148,0,49815.2,-11.399999999999977
L,85,0,54845.1,-9.100000000000023
L,175,0,66116.4,-11.300000000000011
L,194,0,72490.0,-9.0
M,172,0,61454.399999999994,-9.300000000000011
L,72,0,49915.0,-11.800000000000011
L,30,0,37994.8,-9.5
H,4,0,65554.2,-9.699999999999989
M,34,0,48129.0,-8.800000000000011
L,172,0,60258.0,-11.399999999999977
L,64,0,49747.5,-10.199999999999989
M,102,0,59598.0,-11.199999999999989
L,54,0,57350.0,-11.0
H,190,0,55668.99999999999,-9.5
L,170,0,61686.00000000001,-11.5
L,159,0,60321.4,-9.399999999999977
H,24,0,66923.1,-10.0
M,156,0,42573.0,-11.200000000000045
L,58,0,84320.3,-11.199999999999989
H,108,0,59400.00000000001,-11.5
L,151,0,51532.700000000004,-9.0
L,144,0,58604.00000000001,-11.399999999999977
M,84,0,70268.40000000001,-9.399999999999977
L,19,0,64447.8,-9.5
H,166,0,70967.0,-10.100000000000023
L,4,0,67574.0,-10.399999999999977
L,127,0,69165.0,-10.899999999999977
L,59,0,48725.399999999994,-8.5
M,15,0,56766.600000000006,-11.0
M,171,0,56892.0,-8.800000000000011
M,164,0,66356.40000000001,-8.799999999999955
L,61,0,60249.0,-11.199999999999989
M,194,1,92603.5,-11.300000000000011
M,72,0,70059.59999999999,-10.0
L,179,0,57448.799999999996,-9.699999999999989
L,196,0,59657.399999999994,-11.0
M,21,0,56047.2,-10.0
M,210,0,72366.90000000001,-11.099999999999966
M,163,0,49595.200000000004,-9.5
L,181,0,41769.0,-9.699999999999989
L,168,0,52848.0,-10.700000000000045
L,0,0,62770.5,-11.399999999999977
M,9,0,68726.9,-10.399999999999977
M,91,0,52976.0,-9.900000000000034
L,160,0,48395.200000000004,-9.5
L,208,0,37350.0,-9.699999999999989
M,91,0,44968.8,-10.900000000000034
L,207,0,61284.299999999996,-7.800000000000011
L,183,0,66240.0,-12.0
L,113,0,65561.40000000001,-11.5
M,151,0,52131.6,-9.599999999999966
H,175,0,53600.0,-10.700000000000045
L,127,0,65195.0,-9.300000000000011
M,115,0,64008.9,-9.199999999999989
L,92,0,56448.0,-10.100000000000023
L,142,0,63504.8,-10.800000000000011
L,201,0,51275.0,-9.199999999999989
H,191,0,53208.0,-9.400000000000034
M,72,0,56832.0,-9.199999999999989
L,186,0,67795.2,-11.800000000000011
L,75,0,58968.0,-10.399999999999977
M,98,0,61874.4,-11.299999999999955
M,10,0,40897.5,-10.599999999999966
L,20,1,89100.0,-9.699999999999989
L,21,0,70184.0,-10.0
H,0,0,58068.0,-11.5
M,163,0,53856.00000000001,-11.0
M,179,0,58752.0,-8.900000000000034
L,142,0,57411.7,-10.300000000000011
M,85,0,52611.2,-11.200000000000045
L,86,0,68597.1,-9.5
L,137,0,71778.09999999999,-10.400000000000034
L,17,0,63147.7,-11.199999999999989
L,85,1,60828.0,-8.5
L,168,0,57085.0,-10.799999999999955
L,101,0,64434.5,-10.600000000000023
L,66,0,71718.09999999999,-9.400000000000034
L,129,0,44573.5,-8.0
L,20,0,61535.00000000001,-9.900000000000034
M,175,0,64589.399999999994,-8.800000000000011
M,161,0,50139.6,-9.799999999999955
L,134,0,41690.0,-11.0
M,143,0,49573.4,-8.800000000000011
L,124,0,60276.700000000004,-9.700000000000045
L,5,0,53424.0,-11.399999999999977
L,206,1,56435.399999999994,-9.600000000000023
L,85,0,71194.2,-9.5
H,143,0,51796.8,-8.199999999999989
L,19,0,79697.2,-10.0
L,99,0,70122.0,-10.800000000000011
L,119,0,69736.0,-9.399999999999977
L,64,0,62240.4,-9.200000000000045
L,81,0,76695.3,-11.099999999999966
L,202,0,69350.4,-11.100000000000023
L,139,0,51526.4,-11.399999999999977
L,103,0,59329.0,-9.0
L,209,0,69472.7,-10.0
L,134,0,60305.2,-10.599999999999966
L,204,0,63592.200000000004,-10.199999999999989
L,60,0,50944.0,-11.0
L,119,0,68376.0,-9.300000000000011
L,57,0,55116.0,-11.100000000000023
L,104,0,61931.6,-11.100000000000023
L,39,0,51073.3,-9.199999999999989
M,194,0,56572.899999999994,-9.699999999999989
L,151,0,74623.2,-10.199999999999989
M,44,0,75289.59999999999,-10.100000000000023
M,178,0,58139.99999999999,-9.5
L,146,0,70260.3,-11.200000000000045
M,29,0,64521.299999999996,-9.199999999999989
M,44,0,46815.200000000004,-10.899999999999977
L,189,1,79910.0,-10.199999999999989
L,171,0,55721.600000000006,-8.600000000000023
M,133,0,42845.399999999994,-10.800000000000011
L,9,0,59479.0,-9.100000000000023
M,137,0,68256.9,-9.199999999999989
L,196,0,47091.200000000004,-10.5
L,152,0,56718.0,-11.700000000000045
L,48,0,51464.6,-9.5
M,0,0,60178.299999999996,-10.599999999999966
H,18,0,49755.0,-9.5
L,198,0,75609.0,-9.199999999999989
M,79,0,65284.8,-9.300000000000011
L,141,0,60602.3,-10.699999999999989
M,15,0,56463.0,-10.600000000000023
M,97,0,55263.600000000006,-9.300000000000011
L,191,1,79207.2,-11.300000000000011
L,119,0,65280.0,-11.5
L,166,0,54475.5,-10.800000000000011
L,160,0,70855.4,-10.5
L,120,0,56800.799999999996,-9.5
L,174,0,75388.7,-8.900000000000034
L,178,0,72787.0,-9.0
L,74,0,52993.49999999999,-11.199999999999989
L,165,0,55677.99999999999,-11.400000000000034
L,5,0,63050.399999999994,-9.5
L,102,0,40277.6,-9.699999999999989
L,112,0,61465.600000000006,-8.399999999999977
L,78,0,40022.700000000004,-8.100000000000023
L,177,1,79598.40000000001,-10.100000000000023
L,142,0,55971.100000000006,-10.699999999999989
M,46,0,81989.6,-11.099999999999966
M,158,0,65973.59999999999,-9.5
H,74,0,68770.40000000001,-11.699999999999989
L,42,0,47904.3,-9.600000000000023
M,32,0,63884.4,-8.800000000000011
L,216,0,53985.6,-11.399999999999977
H,18,0,64385.99999999999,-9.099999999999966
L,172,0,49608.0,-8.5
L,95,0,73656.0,-11.400000000000034
H,24,0,42589.799999999996,-10.5
M,170,0,50403.2,-11.100000000000023
M,198,0,42778.5,-10.5
L,203,0,60912.399999999994,-11.399999999999977
L,102,0,74854.40000000001,-11.199999999999989
H,129,0,70050.0,-8.800000000000011
L,83,0,61183.2,-9.5
L,146,0,44272.799999999996,-11.199999999999989
M,76,0,49172.399999999994,-11.100000000000023
M,18,0,54199.7,-10.300000000000011
L,53,0,55235.2,-9.0
M,161,0,58178.0,-7.899999999999977
L,72,0,53659.8,-11.100000000000023
M,62,0,58563.399999999994,-9.099999999999966
L,39,0,68258.7,-9.600000000000023
L,186,0,52510.4,-10.099999999999966
L,43,0,62401.5,-9.199999999999989
L,152,0,60292.799999999996,-9.300000000000011
L,192,0,60034.4,-8.600000000000023
L,200,0,43181.1,-10.100000000000023
M,173,0,56179.200000000004,-11.900000000000034
M,160,0,70926.8,-8.900000000000034
L,120,0,62074.0,-11.100000000000023
L,62,0,56410.2,-11.399999999999977
M,152,0,57791.4,-10.599999999999966
L,207,1,74741.8,-9.300000000000011
L,17,0,54662.3,-11.100000000000023
L,175,0,66827.6,-10.5
M,63,0,71315.4,-8.800000000000011
L,188,0,59443.2,-8.5
L,65,0,76634.7,-10.0
L,135,0,61272.0,-9.299999999999955
M,210,0,44725.0,-11.0
L,4,0,67546.90000000001,-9.900000000000034
M,13,0,67985.2,-9.199999999999989
H,10,0,56448.0,-10.699999999999989
L,10,0,69286.0,-10.899999999999977
M,2,1,26277.3,-8.900000000000034
L,164,0,46138.2,-11.199999999999989
M,162,0,49028.0,-11.400000000000034
H,193,0,69992.0,-10.100000000000023
L,150,0,65902.0,-9.699999999999989
L,177,0,53105.4,-11.099999999999966
L,166,0,66862.8,-9.5
L,164,0,60526.299999999996,-9.699999999999989
M,180,0,45225.0,-9.400000000000034
M,9,0,55212.3,-11.199999999999989
L,166,0,65386.8,-10.099999999999966
L,95,0,56023.200000000004,-8.399999999999977
M,15,0,41894.7,-11.299999999999955
L,46,0,51518.49999999999,-9.699999999999989
L,114,0,62402.0,-9.100000000000023
L,177,0,50996.0,-9.100000000000023
L,57,0,54400.5,-9.199999999999989
L,213,1,75545.0,-9.5
H,147,0,63745.0,-9.300000000000011
L,183,0,48150.0,-11.199999999999989
M,20,0,56309.4,-10.699999999999989
M,71,0,70028.0,-11.100000000000023
M,104,0,66054.9,-10.300000000000011
L,194,0,45283.5,-8.199999999999989
L,200,0,55720.0,-10.100000000000023
L,136,0,58240.0,-9.399999999999977
L,155,0,70488.0,-9.5
L,33,0,62774.4,-9.600000000000023
L,207,1,57068.99999999999,-9.100000000000023
L,173,0,62530.799999999996,-9.899999999999977
L,35,0,49662.0,-10.5
L,218,0,57439.0,-9.199999999999989
M,146,0,76743.8,-11.0
L,226,1,67021.5,-11.399999999999977
L,110,0,56471.0,-10.100000000000023
M,178,0,62352.4,-9.399999999999977
L,137,0,65531.6,-8.200000000000045
L,7,0,57560.0,-8.5
M,34,0,58200.200000000004,-10.899999999999977
M,190,0,64585.2,-9.5
L,35,0,56826.0,-10.800000000000011
H,186,0,74250.0,-8.899999999999977
M,110,0,48438.0,-11.199999999999989
H,125,0,70319.40000000001,-9.599999999999966
M,45,0,63481.6,-9.0
L,177,0,55360.0,-9.300000000000011
H,40,0,49355.1,-8.900000000000034
L,128,0,62365.6,-11.300000000000011
L,85,0,60214.0,-8.199999999999989
L,36,0,66601.8,-10.199999999999989
L,88,0,57532.600000000006,-9.399999999999977
H,101,0,72155.6,-8.900000000000034
M,16,0,59288.4,-9.599999999999966
M,98,0,64625.0,-9.100000000000023
L,135,0,67003.2,-10.699999999999989
L,179,0,62067.50000000001,-8.100000000000023
L,46,0,55641.6,-11.0
L,98,0,49767.0,-11.0
L,108,0,66437.8,-10.799999999999955
L,0,0,69451.2,-10.399999999999977
L,18,0,56701.50000000001,-8.599999999999966
H,120,0,55465.5,-10.800000000000011
H,196,0,73626.2,-8.600000000000023
M,22,0,57081.0,-9.699999999999989
M,203,1,39520.8,-8.900000000000034
M,7,0,67505.40000000001,-11.0
M,9,0,77830.5,-11.5
L,176,0,72563.40000000001,-8.600000000000023
L,79,0,44772.0,-11.200000000000045
L,74,0,51960.3,-9.199999999999989
H,181,0,51004.8,-10.800000000000011
L,28,0,53784.00000000001,-11.800000000000011
L,68,0,62148.799999999996,-10.699999999999989
M,183,0,71687.2,-10.400000000000034
M,20,0,42570.0,-9.0
L,180,0,49800.399999999994,-10.5
L,31,0,73196.1,-9.199999999999989
M,0,0,79186.0,-9.5
L,96,0,52998.399999999994,-8.5
L,10,0,33957.0,-8.400000000000034
L,13,0,61530.0,-10.900000000000034
L,20,1,80450.09999999999,-8.5
L,157,0,68595.2,-11.199999999999989
M,142,0,63845.700000000004,-11.699999999999989
H,55,0,47206.799999999996,-8.099999999999966
M,53,0,68449.09999999999,-8.899999999999977
L,96,0,52714.5,-8.200000000000045
M,180,0,70800.0,-9.5
L,208,0,44109.4,-11.399999999999977
M,147,0,58691.5,-9.599999999999966
L,70,0,42502.4,-8.800000000000011
M,150,0,42764.799999999996,-11.399999999999977
L,62,0,51068.6,-8.599999999999966
M,0,0,69360.2,-11.599999999999966
L,91,0,68537.7,-10.399999999999977
M,183,0,44707.799999999996,-10.799999999999955
L,109,0,57177.6,-8.599999999999966
M,10,0,84216.0,-8.600000000000023
L,135,0,63786.9,-11.399999999999977
L,91,0,72737.59999999999,-11.399999999999977
L,27,0,45687.6,-9.699999999999989
L,189,0,65051.200000000004,-11.399999999999977
L,52,0,65030.200000000004,-8.600000000000023
M,104,0,47759.0,-9.300000000000011
L,15,0,57944.9,-9.800000000000011
L,44,0,46415.6,-9.299999999999955
M,157,0,54370.5,-9.0
H,141,0,68292.0,-9.399999999999977
L,153,0,64676.00000000001,-9.299999999999955
L,200,0,45362.9,-9.399999999999977
L,60,0,71345.5,-8.100000000000023
L,189,0,74975.5,-10.699999999999989
M,90,0,77114.40000000001,-9.399999999999977
L,202,0,49018.399999999994,-11.299999999999955
M,106,0,69986.7,-11.100000000000023
L,141,0,57281.399999999994,-9.400000000000034
L,8,0,45058.0,-9.899999999999977
L,172,0,64405.6,-10.099999999999966
L,201,0,62141.4,-10.800000000000011
L,87,0,68748.0,-9.600000000000023
M,45,0,56738.4,-7.899999999999977
L,30,0,70801.0,-8.0
M,8,0,60061.5,-9.399999999999977
L,4,0,53479.799999999996,-9.199999999999989
L,7,0,64166.99999999999,-8.5
M,194,0,77773.6,-7.899999999999977
M,4,0,56959.0,-9.899999999999977
L,159,0,66685.5,-11.199999999999989
M,2,0,49389.0,-9.200000000000045
L,70,0,51949.1,-11.0
H,212,0,64392.9,-10.199999999999989
L,114,1,87312.0,-8.399999999999977
M,136,0,60206.4,-9.400000000000034
L,87,0,76292.3,-9.0
L,59,0,54648.0,-10.699999999999989
M,29,0,58053.0,-9.799999999999955
L,197,1,75340.8,-7.899999999999977
H,208,0,66297.2,-10.600000000000023
M,119,0,53934.899999999994,-8.399999999999977
H,122,0,72348.90000000001,-11.0
M,81,0,55382.6,-9.399999999999977
L,161,0,51821.6,-10.400000000000034
M,205,0,67900.0,-11.599999999999966
L,104,0,56408.8,-10.300000000000011
L,143,0,75439.59999999999,-11.0
H,100,0,53557.2,-8.400000000000034
H,120,0,66134.4,-9.199999999999989
L,76,0,69247.2,-11.399999999999977
M,108,0,60195.6,-11.100000000000023
L,141,0,47053.5,-10.800000000000011
M,151,0,68961.8,-11.300000000000011
L,9,0,67914.90000000001,-9.700000000000045
L,73,0,45991.4,-9.800000000000011
M,171,0,60348.0,-9.0
L,115,0,66300.0,-11.0
M,157,0,57038.0,-9.5
L,39,0,60899.4,-11.199999999999989
L,117,0,55747.3,-9.300000000000011
L,171,0,72352.0,-9.100000000000023
M,14,0,49471.0,-8.800000000000011
M,54,0,67443.2,-11.0
L,191,0,54069.0,-9.700000000000045
H,217,0,64121.4,-9.100000000000023
M,60,0,57077.8,-10.699999999999989
H,117,0,49623.5,-11.0
L,153,1,89553.59999999999,-10.899999999999977
L,98,0,63814.799999999996,-8.599999999999966
L,233,0,67226.59999999999,-8.799999999999955
M,8,0,56121.200000000004,-11.0
M,89,0,59664.600000000006,-10.899999999999977
L,101,0,80246.4,-8.899999999999977
H,118,0,51294.600000000006,-9.600000000000023
L,48,0,76605.6,-9.400000000000034
H,225,1,57904.4,-9.5
L,152,0,76112.4,-9.0
L,86,1,69246.09999999999,-8.399999999999977
L,187,0,70199.4,-11.300000000000011
L,136,0,69235.5,-9.300000000000011
L,202,0,51005.299999999996,-9.099999999999966
M,110,0,52785.0,-9.399999999999977
L,101,0,69967.3,-8.399999999999977
L,165,0,74963.2,-10.300000000000011
L,29,0,65083.200000000004,-11.199999999999989
M,153,0,54446.4,-9.399999999999977
L,111,0,71909.5,-9.599999999999966
M,14,0,63020.1,-10.0
L,101,0,67494.3,-10.200000000000045
L,150,0,67070.0,-9.099999999999966
L,135,0,42925.7,-8.599999999999966
L,9,0,42157.5,-9.5
L,201,0,64040.7,-9.800000000000011
H,161,0,54787.5,-10.599999999999966
M,72,0,62595.899999999994,-10.300000000000011
L,37,0,58044.799999999996,-9.800000000000011
L,202,0,63003.399999999994,-10.700000000000045
M,31,0,64870.399999999994,-10.899999999999977
H,0,0,59572.8,-10.699999999999989
L,175,0,69215.2,-11.600000000000023
M,135,0,53987.4,-9.5
H,131,0,78432.90000000001,-9.100000000000023
M,183,0,62635.5,-10.0
L,17,0,63338.600000000006,-9.699999999999989
L,148,0,61920.0,-10.400000000000034
L,17,0,49464.8,-9.699999999999989
L,31,0,53380.0,-9.599999999999966
M,92,0,75790.0,-9.399999999999977
L,94,0,57567.4,-11.300000000000011
L,40,0,39886.0,-10.599999999999966
L,79,0,61473.799999999996,-11.099999999999966
H,138,0,79809.5,-11.100000000000023
H,158,0,65889.59999999999,-10.800000000000011
L,14,0,60130.99999999999,-9.899999999999977
L,50,0,54145.799999999996,-10.600000000000023
L,153,0,64329.0,-11.0
L,105,0,64890.00000000001,-10.199999999999989
M,179,0,64200.0,-9.200000000000045
H,177,0,55965.200000000004,-11.300000000000011
H,103,0,59440.4,-8.899999999999977
M,2,0,64332.799999999996,-11.399999999999977
L,146,0,45962.0,-11.600000000000023
L,109,0,72371.0,-9.399999999999977
H,0,0,53072.100000000006,-9.0
L,105,0,74816.7,-10.599999999999966
L,86,0,66409.2,-9.600000000000023
L,52,0,69648.59999999999,-9.099999999999966
L,144,0,57898.4,-8.399999999999977
M,197,0,43516.0,-11.700000000000045
L,200,0,51422.5,-11.100000000000023
H,149,0,73296.3,-9.300000000000011
M,149,0,54180.0,-10.800000000000011
M,165,0,73324.8,-9.399999999999977
M,190,0,39139.1,-9.099999999999966
M,110,0,67284.0,-10.799999999999955
L,138,0,63275.3,-10.800000000000011
L,221,0,63033.600000000006,-9.799999999999955
L,200,0,53068.899999999994,-9.699999999999989
L,189,0,70514.6,-9.0
L,90,0,52036.5,-8.199999999999989
L,12,0,51928.200000000004,-11.0
L,10,0,55349.8,-9.800000000000011
M,34,0,50790.8,-8.900000000000034
H,161,1,87190.59999999999,-9.199999999999989
L,12,0,71115.2,-11.100000000000023
L,62,0,59017.50000000001,-11.0
M,60,0,73035.59999999999,-9.399999999999977
M,215,1,68256.0,-9.300000000000011
L,142,0,56671.399999999994,-11.100000000000023
L,10,1,87047.8,-9.799999999999955
M,15,0,62316.8,-11.0
M,104,0,67885.5,-9.5
H,138,0,53071.200000000004,-10.599999999999966
L,116,0,70256.2,-11.199999999999989
L,109,0,53721.3,-10.800000000000011
L,22,0,61264.4,-11.399999999999977
L,60,0,41962.799999999996,-10.5
M,134,0,71984.8,-11.100000000000023
M,43,0,45765.5,-9.800000000000011
M,68,0,57715.2,-9.0
M,107,0,53420.4,-8.100000000000023
L,195,0,70219.5,-9.299999999999955
L,18,0,42800.1,-8.399999999999977
M,36,0,81510.0,-9.199999999999989
L,74,0,59403.1,-11.199999999999989
L,170,0,64993.5,-11.100000000000023
M,22,0,50910.2,-8.899999999999977
L,91,0,64297.8,-11.300000000000011
L,200,1,85187.5,-8.899999999999977
L,16,0,63427.00000000001,-9.300000000000011
L,219,0,56595.6,-9.599999999999966
L,55,0,59249.700000000004,-10.299999999999955
L,164,0,66364.0,-8.699999999999989
H,24,0,47502.0,-11.399999999999977
M,5,0,65273.99999999999,-9.800000000000011
H,44,0,50026.2,-8.5
L,188,0,44506.799999999996,-8.800000000000011
L,148,0,43293.6,-11.099999999999966
M,21,0,64243.2,-11.099999999999966
L,38,0,70024.8,-9.400000000000034
L,27,0,38690.299999999996,-9.700000000000045
L,39,0,50876.00000000001,-11.300000000000011
H,81,0,45591.0,-11.600000000000023
M,167,0,54425.49999999999,-9.300000000000011
H,142,0,60871.8,-10.100000000000023
M,24,0,68065.2,-11.5
L,198,0,48464.5,-9.199999999999989
L,194,0,58923.700000000004,-9.099999999999966
H,66,0,61312.799999999996,-9.200000000000045
L,186,0,63008.700000000004,-9.899999999999977
M,229,0,55497.6,-11.0
L,79,0,41917.5,-9.600000000000023
L,115,0,60973.6,-9.699999999999989
L,79,0,52414.399999999994,-9.400000000000034
M,156,0,67051.2,-9.899999999999977
L,6,0,55680.899999999994,-7.800000000000011
M,38,0,45458.3,-10.799999999999955
L,44,0,57564.0,-11.099999999999966
